year,region_clean,causa_nombre,defunciones
2007,Atacama,Nervous system,38
2007,Atacama,Perinatal conditions,22
2007,Atacama,Respiratory diseases,166
2007,Atacama,Symptoms (unclassified),47
2007,Atacama,Tumors (Cancer),326
2007,Bío-Bío,Circulatory diseases,2457
2007,Bío-Bío,Congenital malformations,83
2007,Bío-Bío,Digestive diseases,739
2007,Bío-Bío,Endocrine/Metabolic,366
2007,Bío-Bío,Genitourinary diseases,251
2007,Bío-Bío,Infectious diseases,179
2007,Bío-Bío,Mental disorders,205
2007,Bío-Bío,Nervous system,258
2007,Bío-Bío,Perinatal conditions,81
2007,Bío-Bío,Respiratory diseases,893
2007,Bío-Bío,Symptoms (unclassified),143
2007,Bío-Bío,Tumors (Cancer),2123
2007,Coquimbo,Circulatory diseases,969
2007,Coquimbo,Congenital malformations,39
2007,Coquimbo,Digestive diseases,224
2007,Coquimbo,Endocrine/Metabolic,161
2007,Coquimbo,Genitourinary diseases,89
2007,Coquimbo,Infectious diseases,96
2007,Coquimbo,Mental disorders,58
2007,Coquimbo,Nervous system,87
2007,Coquimbo,Perinatal conditions,56
2007,Coquimbo,Respiratory diseases,339
2007,Coquimbo,Symptoms (unclassified),153
2007,Coquimbo,Tumors (Cancer),969
2007,La Araucanía,Circulatory diseases,1391
2007,La Araucanía,Congenital malformations,61
2007,La Araucanía,Digestive diseases,340
2007,La Araucanía,Endocrine/Metabolic,236
2007,La Araucanía,Genitourinary diseases,160
2007,La Araucanía,Infectious diseases,104
2007,La Araucanía,Mental disorders,180
2007,La Araucanía,Nervous system,159
2007,La Araucanía,Perinatal conditions,57
2007,La Araucanía,Respiratory diseases,606
2007,La Araucanía,Symptoms (unclassified),449
2007,La Araucanía,Tumors (Cancer),1406
2007,Libertador General Bernardo O'Higgins,Circulatory diseases,1257
2007,Libertador General Bernardo O'Higgins,Congenital malformations,50
2007,Libertador General Bernardo O'Higgins,Digestive diseases,358
2007,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,241
2007,Libertador General Bernardo O'Higgins,Genitourinary diseases,138
2007,Libertador General Bernardo O'Higgins,Infectious diseases,82
2007,Libertador General Bernardo O'Higgins,Mental disorders,118
2007,Libertador General Bernardo O'Higgins,Nervous system,130
2007,Libertador General Bernardo O'Higgins,Perinatal conditions,50
2007,Libertador General Bernardo O'Higgins,Respiratory diseases,618
2007,Libertador General Bernardo O'Higgins,Symptoms (unclassified),184
2007,Libertador General Bernardo O'Higgins,Tumors (Cancer),1055
2007,Los Lagos,Circulatory diseases,1166
2007,Los Lagos,Congenital malformations,61
2007,Los Lagos,Digestive diseases,364
2007,Los Lagos,Endocrine/Metabolic,223
2007,Los Lagos,Genitourinary diseases,134
2007,Los Lagos,Infectious diseases,117
2007,Los Lagos,Mental disorders,96
2007,Los Lagos,Nervous system,122
2007,Los Lagos,Perinatal conditions,52
2007,Los Lagos,Respiratory diseases,504
2007,Los Lagos,Symptoms (unclassified),239
2007,Los Lagos,Tumors (Cancer),1089
2007,Los Ríos,Circulatory diseases,690
2007,Los Ríos,Congenital malformations,19
2007,Los Ríos,Digestive diseases,146
2007,Los Ríos,Endocrine/Metabolic,100
2007,Los Ríos,Genitourinary diseases,56
2007,Los Ríos,Infectious diseases,40
2007,Los Ríos,Mental disorders,62
2007,Los Ríos,Nervous system,63
2007,Los Ríos,Perinatal conditions,28
2007,Los Ríos,Respiratory diseases,241
2007,Los Ríos,Symptoms (unclassified),140
2007,Los Ríos,Tumors (Cancer),562
2007,Magallanes y de la Antártica Chilena,Circulatory diseases,302
2007,Magallanes y de la Antártica Chilena,Congenital malformations,10
2007,Magallanes y de la Antártica Chilena,Digestive diseases,86
2007,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,47
2007,Magallanes y de la Antártica Chilena,Genitourinary diseases,26
2007,Magallanes y de la Antártica Chilena,Infectious diseases,15
2007,Magallanes y de la Antártica Chilena,Mental disorders,26
2007,Magallanes y de la Antártica Chilena,Nervous system,13
2007,Magallanes y de la Antártica Chilena,Perinatal conditions,11
2007,Magallanes y de la Antártica Chilena,Respiratory diseases,63
2007,Magallanes y de la Antártica Chilena,Symptoms (unclassified),7
2007,Magallanes y de la Antártica Chilena,Tumors (Cancer),260
2007,Maule,Circulatory diseases,1748
2007,Maule,Congenital malformations,42
2007,Maule,Digestive diseases,392
2007,Maule,Endocrine/Metabolic,299
2007,Maule,Genitourinary diseases,129
2007,Maule,Infectious diseases,88
2007,Maule,Mental disorders,154
2007,Maule,Nervous system,171
2007,Maule,Perinatal conditions,55
2007,Maule,Respiratory diseases,615
2007,Maule,Symptoms (unclassified),126
2007,Maule,Tumors (Cancer),1436
2007,Región Metropolitana de Santiago,Circulatory diseases,10040
2007,Región Metropolitana de Santiago,Congenital malformations,335
2007,Región Metropolitana de Santiago,Digestive diseases,2508
2007,Región Metropolitana de Santiago,Endocrine/Metabolic,1988
2007,Región Metropolitana de Santiago,Genitourinary diseases,978
2007,Región Metropolitana de Santiago,Infectious diseases,645
2007,Región Metropolitana de Santiago,Mental disorders,1255
2007,Región Metropolitana de Santiago,Nervous system,1268
2007,Región Metropolitana de Santiago,Perinatal conditions,321
2007,Región Metropolitana de Santiago,Respiratory diseases,3655
2007,Región Metropolitana de Santiago,Symptoms (unclassified),734
2007,Región Metropolitana de Santiago,Tumors (Cancer),8540
2007,Tarapacá,Circulatory diseases,261
2007,Tarapacá,Congenital malformations,15
2007,Tarapacá,Digestive diseases,94
2007,Tarapacá,Endocrine/Metabolic,52
2007,Tarapacá,Genitourinary diseases,44
2007,Tarapacá,Infectious diseases,40
2007,Tarapacá,Mental disorders,46
2007,Tarapacá,Nervous system,42
2007,Tarapacá,Perinatal conditions,14
2007,Tarapacá,Respiratory diseases,83
2007,Tarapacá,Symptoms (unclassified),31
2007,Tarapacá,Tumors (Cancer),290
2007,Valparaíso,Circulatory diseases,3439
2007,Valparaíso,Congenital malformations,85
2007,Valparaíso,Digestive diseases,667
2007,Valparaíso,Endocrine/Metabolic,502
2007,Valparaíso,Genitourinary diseases,404
2007,Valparaíso,Infectious diseases,192
2007,Valparaíso,Mental disorders,350
2007,Valparaíso,Nervous system,332
2007,Valparaíso,Perinatal conditions,97
2007,Valparaíso,Respiratory diseases,1019
2007,Valparaíso,Symptoms (unclassified),263
2007,Valparaíso,Tumors (Cancer),2765
2007,Ñuble,Circulatory diseases,949
2007,Ñuble,Congenital malformations,25
2007,Ñuble,Digestive diseases,238
2007,Ñuble,Endocrine/Metabolic,174
2007,Ñuble,Genitourinary diseases,91
2007,Ñuble,Infectious diseases,53
2007,Ñuble,Mental disorders,84
2007,Ñuble,Nervous system,70
2007,Ñuble,Perinatal conditions,21
2007,Ñuble,Respiratory diseases,287
2007,Ñuble,Symptoms (unclassified),82
2007,Ñuble,Tumors (Cancer),745
2008,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,133
2008,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,8
2008,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,29
2008,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,12
2008,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,9
2008,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,10
2008,Aisén del General Carlos Ibáñez del Campo,Mental disorders,8
2008,Aisén del General Carlos Ibáñez del Campo,Nervous system,7
2008,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,8
2008,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,30
2008,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),23
2008,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),130
2008,Antofagasta,Circulatory diseases,683
2008,Antofagasta,Congenital malformations,32
2008,Antofagasta,Digestive diseases,209
2008,Antofagasta,Endocrine/Metabolic,113
2008,Antofagasta,Genitourinary diseases,101
2008,Antofagasta,Infectious diseases,60
2008,Antofagasta,Mental disorders,91
2008,Antofagasta,Nervous system,71
2008,Antofagasta,Perinatal conditions,34
2008,Antofagasta,Respiratory diseases,232
2008,Antofagasta,Symptoms (unclassified),55
2008,Antofagasta,Tumors (Cancer),791
2008,Arica y Parinacota,Circulatory diseases,232
2008,Arica y Parinacota,Congenital malformations,13
2008,Arica y Parinacota,Digestive diseases,84
2008,Arica y Parinacota,Endocrine/Metabolic,72
2008,Arica y Parinacota,Genitourinary diseases,32
2008,Arica y Parinacota,Infectious diseases,25
2008,Arica y Parinacota,Mental disorders,25
2008,Arica y Parinacota,Nervous system,31
2008,Arica y Parinacota,Perinatal conditions,9
2008,Arica y Parinacota,Respiratory diseases,85
2008,Arica y Parinacota,Symptoms (unclassified),23
2008,Arica y Parinacota,Tumors (Cancer),265
2008,Atacama,Circulatory diseases,317
2008,Atacama,Congenital malformations,21
2008,Atacama,Digestive diseases,92
2008,Atacama,Endocrine/Metabolic,46
2008,Atacama,Genitourinary diseases,34
2008,Atacama,Infectious diseases,30
2008,Atacama,Mental disorders,26
2008,Atacama,Nervous system,36
2008,Atacama,Perinatal conditions,26
2008,Atacama,Respiratory diseases,144
2008,Atacama,Symptoms (unclassified),56
2008,Atacama,Tumors (Cancer),331
2008,Bío-Bío,Circulatory diseases,2321
2008,Bío-Bío,Congenital malformations,85
2008,Bío-Bío,Digestive diseases,770
2008,Bío-Bío,Endocrine/Metabolic,350
2008,Bío-Bío,Genitourinary diseases,231
2008,Bío-Bío,Infectious diseases,163
2008,Bío-Bío,Mental disorders,200
2008,Bío-Bío,Nervous system,227
2008,Bío-Bío,Perinatal conditions,83
2008,Bío-Bío,Respiratory diseases,748
2008,Bío-Bío,Symptoms (unclassified),166
2008,Bío-Bío,Tumors (Cancer),2142
2008,Coquimbo,Circulatory diseases,914
2008,Coquimbo,Congenital malformations,33
2008,Coquimbo,Digestive diseases,203
2008,Coquimbo,Endocrine/Metabolic,142
2008,Coquimbo,Genitourinary diseases,92
2008,Coquimbo,Infectious diseases,101
2008,Coquimbo,Mental disorders,59
2008,Coquimbo,Nervous system,99
2008,Coquimbo,Perinatal conditions,41
2008,Coquimbo,Respiratory diseases,319
2008,Coquimbo,Symptoms (unclassified),150
2008,Coquimbo,Tumors (Cancer),948
2008,La Araucanía,Circulatory diseases,1522
2008,La Araucanía,Congenital malformations,47
2008,La Araucanía,Digestive diseases,348
2008,La Araucanía,Endocrine/Metabolic,229
2008,La Araucanía,Genitourinary diseases,156
2008,La Araucanía,Infectious diseases,97
2008,La Araucanía,Mental disorders,145
2008,La Araucanía,Nervous system,169
2008,La Araucanía,Perinatal conditions,63
2008,La Araucanía,Respiratory diseases,549
2008,La Araucanía,Symptoms (unclassified),374
2008,La Araucanía,Tumors (Cancer),1435
2008,Libertador General Bernardo O'Higgins,Circulatory diseases,1258
2008,Libertador General Bernardo O'Higgins,Congenital malformations,46
2008,Libertador General Bernardo O'Higgins,Digestive diseases,357
2008,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,220
2008,Libertador General Bernardo O'Higgins,Genitourinary diseases,156
2008,Libertador General Bernardo O'Higgins,Infectious diseases,89
2008,Libertador General Bernardo O'Higgins,Mental disorders,120
2008,Libertador General Bernardo O'Higgins,Nervous system,125
2008,Libertador General Bernardo O'Higgins,Perinatal conditions,52
2008,Libertador General Bernardo O'Higgins,Respiratory diseases,553
2008,Libertador General Bernardo O'Higgins,Symptoms (unclassified),164
2008,Libertador General Bernardo O'Higgins,Tumors (Cancer),1147
2008,Los Lagos,Circulatory diseases,1134
2008,Los Lagos,Congenital malformations,49
2008,Los Lagos,Digestive diseases,375
2008,Los Lagos,Endocrine/Metabolic,194
2008,Los Lagos,Genitourinary diseases,99
2008,Los Lagos,Infectious diseases,102
2008,Los Lagos,Mental disorders,114
2008,Los Lagos,Nervous system,127
2008,Los Lagos,Perinatal conditions,48
2008,Los Lagos,Respiratory diseases,490
2008,Los Lagos,Symptoms (unclassified),265
2008,Los Lagos,Tumors (Cancer),1104
2008,Los Ríos,Circulatory diseases,663
2008,Los Ríos,Congenital malformations,25
2008,Los Ríos,Digestive diseases,165
2008,Los Ríos,Endocrine/Metabolic,92
2008,Los Ríos,Genitourinary diseases,63
2008,Los Ríos,Infectious diseases,43
2008,Los Ríos,Mental disorders,55
2008,Los Ríos,Nervous system,68
2008,Los Ríos,Perinatal conditions,21
2008,Los Ríos,Respiratory diseases,203
2008,Los Ríos,Symptoms (unclassified),139
2008,Los Ríos,Tumors (Cancer),550
2008,Magallanes y de la Antártica Chilena,Circulatory diseases,289
2008,Magallanes y de la Antártica Chilena,Congenital malformations,8
2008,Magallanes y de la Antártica Chilena,Digestive diseases,95
2008,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,33
2008,Magallanes y de la Antártica Chilena,Genitourinary diseases,26
2008,Magallanes y de la Antártica Chilena,Infectious diseases,15
2008,Magallanes y de la Antártica Chilena,Mental disorders,37
2008,Magallanes y de la Antártica Chilena,Nervous system,24
2008,Magallanes y de la Antártica Chilena,Perinatal conditions,7
2008,Magallanes y de la Antártica Chilena,Respiratory diseases,79
2008,Magallanes y de la Antártica Chilena,Symptoms (unclassified),16
2008,Magallanes y de la Antártica Chilena,Tumors (Cancer),271
2008,Maule,Circulatory diseases,1653
2008,Maule,Congenital malformations,44
2008,Maule,Digestive diseases,379
2008,Maule,Endocrine/Metabolic,245
2008,Maule,Genitourinary diseases,152
2008,Maule,Infectious diseases,95
2008,Maule,Mental disorders,150
2008,Maule,Nervous system,155
2008,Maule,Perinatal conditions,57
2008,Maule,Respiratory diseases,604
2008,Maule,Symptoms (unclassified),101
2008,Maule,Tumors (Cancer),1503
2008,Región Metropolitana de Santiago,Circulatory diseases,9299
2008,Región Metropolitana de Santiago,Congenital malformations,311
2008,Región Metropolitana de Santiago,Digestive diseases,2538
2008,Región Metropolitana de Santiago,Endocrine/Metabolic,1712
2008,Región Metropolitana de Santiago,Genitourinary diseases,853
2008,Región Metropolitana de Santiago,Infectious diseases,621
2008,Región Metropolitana de Santiago,Mental disorders,1214
2008,Región Metropolitana de Santiago,Nervous system,1236
2008,Región Metropolitana de Santiago,Perinatal conditions,324
2008,Región Metropolitana de Santiago,Respiratory diseases,2941
2008,Región Metropolitana de Santiago,Symptoms (unclassified),649
2008,Región Metropolitana de Santiago,Tumors (Cancer),8656
2008,Tarapacá,Circulatory diseases,302
2008,Tarapacá,Congenital malformations,14
2008,Tarapacá,Digestive diseases,74
2008,Tarapacá,Endocrine/Metabolic,55
2008,Tarapacá,Genitourinary diseases,52
2008,Tarapacá,Infectious diseases,43
2008,Tarapacá,Mental disorders,46
2008,Tarapacá,Nervous system,50
2008,Tarapacá,Perinatal conditions,27
2008,Tarapacá,Respiratory diseases,83
2008,Tarapacá,Symptoms (unclassified),36
2008,Tarapacá,Tumors (Cancer),245
2008,Valparaíso,Circulatory diseases,3203
2008,Valparaíso,Congenital malformations,90
2008,Valparaíso,Digestive diseases,744
2008,Valparaíso,Endocrine/Metabolic,477
2008,Valparaíso,Genitourinary diseases,411
2008,Valparaíso,Infectious diseases,160
2008,Valparaíso,Mental disorders,307
2008,Valparaíso,Nervous system,314
2008,Valparaíso,Perinatal conditions,68
2008,Valparaíso,Respiratory diseases,1021
2008,Valparaíso,Symptoms (unclassified),254
2008,Valparaíso,Tumors (Cancer),2772
2008,Ñuble,Circulatory diseases,884
2008,Ñuble,Congenital malformations,26
2008,Ñuble,Digestive diseases,232
2008,Ñuble,Endocrine/Metabolic,150
2008,Ñuble,Genitourinary diseases,103
2008,Ñuble,Infectious diseases,58
2008,Ñuble,Mental disorders,69
2008,Ñuble,Nervous system,82
2008,Ñuble,Perinatal conditions,30
2008,Ñuble,Respiratory diseases,267
2008,Ñuble,Symptoms (unclassified),83
2008,Ñuble,Tumors (Cancer),682
2009,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,123
2009,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,8
2009,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,38
2009,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,17
2009,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,4
2009,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,13
2009,Aisén del General Carlos Ibáñez del Campo,Mental disorders,8
2009,Aisén del General Carlos Ibáñez del Campo,Nervous system,11
2009,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,7
2009,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,42
2009,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),18
2009,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),152
2009,Antofagasta,Circulatory diseases,633
2009,Antofagasta,Congenital malformations,33
2009,Antofagasta,Digestive diseases,201
2009,Antofagasta,Endocrine/Metabolic,116
2009,Antofagasta,Genitourinary diseases,93
2009,Antofagasta,Infectious diseases,61
2009,Antofagasta,Mental disorders,87
2009,Antofagasta,Nervous system,74
2009,Antofagasta,Perinatal conditions,40
2009,Antofagasta,Respiratory diseases,223
2009,Antofagasta,Symptoms (unclassified),77
2009,Antofagasta,Tumors (Cancer),722
2009,Arica y Parinacota,Circulatory diseases,218
2009,Arica y Parinacota,Congenital malformations,15
2009,Arica y Parinacota,Digestive diseases,98
2009,Arica y Parinacota,Endocrine/Metabolic,54
2009,Arica y Parinacota,Genitourinary diseases,54
2009,Arica y Parinacota,Infectious diseases,43
2009,Arica y Parinacota,Mental disorders,32
2009,Arica y Parinacota,Nervous system,30
2009,Arica y Parinacota,Perinatal conditions,12
2009,Arica y Parinacota,Respiratory diseases,109
2009,Arica y Parinacota,Symptoms (unclassified),36
2009,Arica y Parinacota,Tumors (Cancer),276
2009,Atacama,Circulatory diseases,325
2009,Atacama,Congenital malformations,29
2009,Atacama,Digestive diseases,83
2009,Atacama,Endocrine/Metabolic,73
2009,Atacama,Genitourinary diseases,40
2009,Atacama,Infectious diseases,26
2009,Atacama,Mental disorders,27
2009,Atacama,Nervous system,45
2009,Atacama,Perinatal conditions,34
2009,Atacama,Respiratory diseases,146
2009,Atacama,Symptoms (unclassified),43
2009,Atacama,Tumors (Cancer),335
2009,Bío-Bío,Circulatory diseases,2297
2009,Bío-Bío,Congenital malformations,87
2009,Bío-Bío,Digestive diseases,784
2009,Bío-Bío,Endocrine/Metabolic,386
2009,Bío-Bío,Genitourinary diseases,262
2009,Bío-Bío,Infectious diseases,187
2009,Bío-Bío,Mental disorders,163
2009,Bío-Bío,Nervous system,284
2009,Bío-Bío,Perinatal conditions,93
2009,Bío-Bío,Respiratory diseases,836
2009,Bío-Bío,Symptoms (unclassified),170
2009,Bío-Bío,Tumors (Cancer),2281
2009,Coquimbo,Circulatory diseases,928
2009,Coquimbo,Congenital malformations,39
2009,Coquimbo,Digestive diseases,235
2009,Coquimbo,Endocrine/Metabolic,149
2009,Coquimbo,Genitourinary diseases,122
2009,Coquimbo,Infectious diseases,101
2009,Coquimbo,Mental disorders,54
2009,Coquimbo,Nervous system,99
2009,Coquimbo,Perinatal conditions,27
2009,Coquimbo,Respiratory diseases,361
2009,Coquimbo,Symptoms (unclassified),182
2009,Coquimbo,Tumors (Cancer),982
2009,La Araucanía,Circulatory diseases,1406
2009,La Araucanía,Congenital malformations,65
2009,La Araucanía,Digestive diseases,315
2009,La Araucanía,Endocrine/Metabolic,207
2009,La Araucanía,Genitourinary diseases,207
2009,La Araucanía,Infectious diseases,115
2009,La Araucanía,Mental disorders,152
2009,La Araucanía,Nervous system,157
2009,La Araucanía,Perinatal conditions,42
2009,La Araucanía,Respiratory diseases,645
2009,La Araucanía,Symptoms (unclassified),384
2009,La Araucanía,Tumors (Cancer),1494
2009,Libertador General Bernardo O'Higgins,Circulatory diseases,1207
2009,Libertador General Bernardo O'Higgins,Congenital malformations,36
2009,Libertador General Bernardo O'Higgins,Digestive diseases,408
2009,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,237
2009,Libertador General Bernardo O'Higgins,Genitourinary diseases,156
2009,Libertador General Bernardo O'Higgins,Infectious diseases,68
2009,Libertador General Bernardo O'Higgins,Mental disorders,127
2009,Libertador General Bernardo O'Higgins,Nervous system,149
2009,Libertador General Bernardo O'Higgins,Perinatal conditions,51
2009,Libertador General Bernardo O'Higgins,Respiratory diseases,486
2009,Libertador General Bernardo O'Higgins,Symptoms (unclassified),148
2009,Libertador General Bernardo O'Higgins,Tumors (Cancer),1169
2009,Los Lagos,Circulatory diseases,1232
2009,Los Lagos,Congenital malformations,54
2009,Los Lagos,Digestive diseases,317
2009,Los Lagos,Endocrine/Metabolic,210
2009,Los Lagos,Genitourinary diseases,118
2009,Los Lagos,Infectious diseases,109
2009,Los Lagos,Mental disorders,93
2009,Los Lagos,Nervous system,116
2009,Los Lagos,Perinatal conditions,50
2009,Los Lagos,Respiratory diseases,504
2009,Los Lagos,Symptoms (unclassified),227
2009,Los Lagos,Tumors (Cancer),1127
2009,Los Ríos,Circulatory diseases,626
2009,Los Ríos,Congenital malformations,22
2009,Los Ríos,Digestive diseases,153
2009,Los Ríos,Endocrine/Metabolic,103
2009,Los Ríos,Genitourinary diseases,66
2009,Los Ríos,Infectious diseases,45
2009,Los Ríos,Mental disorders,55
2009,Los Ríos,Nervous system,62
2009,Los Ríos,Perinatal conditions,16
2009,Los Ríos,Respiratory diseases,300
2009,Los Ríos,Symptoms (unclassified),126
2009,Los Ríos,Tumors (Cancer),611
2009,Magallanes y de la Antártica Chilena,Circulatory diseases,306
2009,Magallanes y de la Antártica Chilena,Congenital malformations,11
2009,Magallanes y de la Antártica Chilena,Digestive diseases,75
2009,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,38
2009,Magallanes y de la Antártica Chilena,Genitourinary diseases,31
2009,Magallanes y de la Antártica Chilena,Infectious diseases,22
2009,Magallanes y de la Antártica Chilena,Mental disorders,35
2009,Magallanes y de la Antártica Chilena,Nervous system,28
2009,Magallanes y de la Antártica Chilena,Perinatal conditions,3
2009,Magallanes y de la Antártica Chilena,Respiratory diseases,86
2009,Magallanes y de la Antártica Chilena,Symptoms (unclassified),13
2009,Magallanes y de la Antártica Chilena,Tumors (Cancer),256
2009,Maule,Circulatory diseases,1666
2009,Maule,Congenital malformations,48
2009,Maule,Digestive diseases,412
2009,Maule,Endocrine/Metabolic,266
2009,Maule,Genitourinary diseases,148
2009,Maule,Infectious diseases,93
2009,Maule,Mental disorders,146
2009,Maule,Nervous system,187
2009,Maule,Perinatal conditions,46
2009,Maule,Respiratory diseases,639
2009,Maule,Symptoms (unclassified),109
2009,Maule,Tumors (Cancer),1475
2009,Región Metropolitana de Santiago,Circulatory diseases,9453
2009,Región Metropolitana de Santiago,Congenital malformations,349
2009,Región Metropolitana de Santiago,Digestive diseases,2499
2009,Región Metropolitana de Santiago,Endocrine/Metabolic,1785
2009,Región Metropolitana de Santiago,Genitourinary diseases,922
2009,Región Metropolitana de Santiago,Infectious diseases,633
2009,Región Metropolitana de Santiago,Mental disorders,1196
2009,Región Metropolitana de Santiago,Nervous system,1257
2009,Región Metropolitana de Santiago,Perinatal conditions,309
2009,Región Metropolitana de Santiago,Respiratory diseases,3091
2009,Región Metropolitana de Santiago,Symptoms (unclassified),564
2009,Región Metropolitana de Santiago,Tumors (Cancer),9196
2009,Tarapacá,Circulatory diseases,279
2009,Tarapacá,Congenital malformations,19
2009,Tarapacá,Digestive diseases,98
2009,Tarapacá,Endocrine/Metabolic,57
2009,Tarapacá,Genitourinary diseases,33
2009,Tarapacá,Infectious diseases,26
2009,Tarapacá,Mental disorders,47
2009,Tarapacá,Nervous system,37
2009,Tarapacá,Perinatal conditions,22
2009,Tarapacá,Respiratory diseases,98
2009,Tarapacá,Symptoms (unclassified),44
2009,Tarapacá,Tumors (Cancer),296
2009,Valparaíso,Circulatory diseases,3260
2009,Valparaíso,Congenital malformations,97
2009,Valparaíso,Digestive diseases,712
2009,Valparaíso,Endocrine/Metabolic,440
2009,Valparaíso,Genitourinary diseases,427
2009,Valparaíso,Infectious diseases,235
2009,Valparaíso,Mental disorders,270
2009,Valparaíso,Nervous system,348
2009,Valparaíso,Perinatal conditions,86
2009,Valparaíso,Respiratory diseases,1084
2009,Valparaíso,Symptoms (unclassified),198
2009,Valparaíso,Tumors (Cancer),2861
2009,Ñuble,Circulatory diseases,877
2009,Ñuble,Congenital malformations,14
2009,Ñuble,Digestive diseases,296
2009,Ñuble,Endocrine/Metabolic,139
2009,Ñuble,Genitourinary diseases,94
2009,Ñuble,Infectious diseases,52
2009,Ñuble,Mental disorders,82
2009,Ñuble,Nervous system,77
2009,Ñuble,Perinatal conditions,14
2009,Ñuble,Respiratory diseases,283
2009,Ñuble,Symptoms (unclassified),64
2009,Ñuble,Tumors (Cancer),716
2010,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,167
2010,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,4
2010,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,43
2010,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,12
2010,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,19
2010,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,18
2010,Aisén del General Carlos Ibáñez del Campo,Mental disorders,11
2010,Aisén del General Carlos Ibáñez del Campo,Nervous system,18
2010,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,5
2010,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,71
2010,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),23
2010,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),157
2010,Antofagasta,Circulatory diseases,603
2010,Antofagasta,Congenital malformations,36
2010,Antofagasta,Digestive diseases,201
2010,Antofagasta,Endocrine/Metabolic,141
2010,Antofagasta,Genitourinary diseases,102
2010,Antofagasta,Infectious diseases,58
2010,Antofagasta,Mental disorders,107
2010,Antofagasta,Nervous system,77
2010,Antofagasta,Perinatal conditions,39
2010,Antofagasta,Respiratory diseases,252
2010,Antofagasta,Symptoms (unclassified),70
2010,Antofagasta,Tumors (Cancer),822
2010,Arica y Parinacota,Circulatory diseases,230
2010,Arica y Parinacota,Congenital malformations,16
2010,Arica y Parinacota,Digestive diseases,104
2010,Arica y Parinacota,Endocrine/Metabolic,89
2010,Arica y Parinacota,Genitourinary diseases,55
2010,Arica y Parinacota,Infectious diseases,36
2010,Arica y Parinacota,Mental disorders,26
2010,Arica y Parinacota,Nervous system,46
2010,Arica y Parinacota,Perinatal conditions,11
2010,Arica y Parinacota,Respiratory diseases,103
2010,Arica y Parinacota,Symptoms (unclassified),44
2010,Arica y Parinacota,Tumors (Cancer),259
2010,Atacama,Circulatory diseases,373
2010,Atacama,Congenital malformations,18
2010,Atacama,Digestive diseases,98
2010,Atacama,Endocrine/Metabolic,72
2010,Atacama,Genitourinary diseases,46
2010,Atacama,Infectious diseases,35
2010,Atacama,Mental disorders,21
2010,Atacama,Nervous system,61
2010,Atacama,Perinatal conditions,23
2010,Atacama,Respiratory diseases,166
2010,Atacama,Symptoms (unclassified),43
2010,Atacama,Tumors (Cancer),314
2010,Bío-Bío,Circulatory diseases,2470
2010,Bío-Bío,Congenital malformations,85
2010,Bío-Bío,Digestive diseases,816
2010,Bío-Bío,Endocrine/Metabolic,426
2010,Bío-Bío,Genitourinary diseases,312
2010,Bío-Bío,Infectious diseases,205
2010,Bío-Bío,Mental disorders,159
2010,Bío-Bío,Nervous system,309
2010,Bío-Bío,Perinatal conditions,62
2010,Bío-Bío,Respiratory diseases,988
2010,Bío-Bío,Symptoms (unclassified),169
2010,Bío-Bío,Tumors (Cancer),2336
2010,Coquimbo,Circulatory diseases,1029
2010,Coquimbo,Congenital malformations,27
2010,Coquimbo,Digestive diseases,227
2010,Coquimbo,Endocrine/Metabolic,181
2010,Coquimbo,Genitourinary diseases,127
